election	date	year	office	country	ccodecow	ISO	Refno	numresponses	contacted	responserate	COUNTRYDATA	PR	CL	fhcategory	polity	polity2	gdp_pc_ppp	durable	development	region	region9	oecd	OVERALLINTEGRITY	PEIIndexp	PEIIndexp_lci	PEIIndexp_hci	PEIIndexi	PEIIndexi_lci	PEIIndexi_hci	PEIIndex_rank	rating	rating_lci	rating_hci	PEItype	lag_PEIIndexi	lag_PEIIndexi_lci	lag_PEIIndexi_hci	trend	LAWS	lawsunfair	lawsunfair2	favoredincumbent	favoredincumbent2	citizens	citizens2	laws	lawsi	PROCEDURES	managed	votinginfo	fairofficials	legalelections	procedures	proceduresi	BOUNDARIES	bdiscrim	bdiscrim2	bfavored	bfavored2	bimpartial	boundaries	boundariesi	VOTERREGISTRATION	reglisted	reglisted2	reginaccurate	reginaccurate2	ineligible	ineligible2	votereg	voteregi	PARTYREGISTRATION	oppprevent	oppprevent2	womenopp	minorityopp	leaderselect	leaderselect2	rallies	rallies2	partyreg	partyregi	MEDIACOVERAGE	newspapers	tv	tv2	fairaccess	faircoverage	socialmedia	media	mediai	CAMPAIGNFINANCE	subsidies	donations	accounts	rich	rich2	resources	resources2	finance	financei	VOTINGPROCESS	violence	violence2	fraudulent	fraudulent2	easy	choice	postal	disabled	expats	internet	voting	votingi	VOTECOUNT	secure	delay	faircount	intlmonitors	intlmonitors2	domesticmonitors	domesticmonitors2	count	counti	VOTINGRESULTS	challenged	challenged2	protestspeace	protestspeace2	protestsviolent	protestsviolent2	disputes	results	resultsi	ELECTIONAUTHORITIES	impartial	info	scrutiny	performance	EMBs	EMBsi	GENERALQUESTIONS	familiarity	important	ORGCONFIDENCE	courts	government	parliament	armedforces	electoralauth	BACKGROUND	expertdomestic	employment	public	university	nonprofit	agency	private	occupation	agegroup	sex	education	born	lived	candidate	rep	activist	ngo	voted	norole	monitor	monitorint	official	citizen	supported	leftrightscale	difficulty	VIGNETTES	vignetteA	vignetteB	vignetteC	vignetteD	vignetteE	vignetteF	ROTATING	bribed	bribed2	freetovote	fearviolence	fearviolence2	ballotconfidential	freefairelect	cashforvotes	cashforvotes2	patronage	patronage2	audit	hacking	campaignnews	govtnews	fakenews	fakenews2	hatespeech	hatespeech2	informedchoices	foreigninterference	foreigninterference2	mediamonitors	cyberattacks	cyberattacks2	diversenews	journalisticstandards	partisanjournalists	partisanjournalists2	fakesocial	fakesocial2	ELECTIONRESULT	DatePrevious	RegVote	ValidVote	Invalid	Turnout	P1Name	P2Name	P3Name	P4Name	P5Name	P6Name	P7Name	P8Name	P9Name	P10Name	P1Abb	P2Abb	P3Abb	P4Abb	P5Abb	P6Abb	P7Abb	P8Abb	P9Abb	P10Abb	P1Lead	P2Lead	P3Lead	P4Lead	P5Lead	P6Lead	P7Lead	P8Lead	P9Lead	P10Lead	P1PreSeats	P2PreSeats	P3PreSeats	P4PreSeats	P5PreSeats	P6PreSeats	P7PreSeats	P8PreSeats	P9PreSeats	P10PreSeats	TotSeats	P1Seats	P2Seats	P3Seats	P4Seats	P5Seats	P6Seats	P7Seats	P8Seats	P9Seats	P10Seats	P1SeatChange	P2SeatChange	P3SeatChange	P4SeatChange	P5SeatChange	P6SeatChange	P7SeatChange	P8SeatChange	P9SeatChange	P10SeatChange	P1PerSeats	P2PerSeats	P3PerSeats	P4PerSeats	P5PerSeats	P6PerSeats	P7PerSeats	P8PerSeats	P9PerSeats	P10PerSeats	P1Vote	P2Vote	P3Vote	P4Vote	P5Vote	P6Vote	P7Vote	P8Vote	P9Vote	P10Vote	P1PerVote	P2PerVote	P3PerVote	P4PerVote	P5PerVote	P6PerVote	P7PerVote	P8PerVote	P9PerVote	P10PerVote	MinorNumber	MinorSeat	MinorVote	MinorPerSeat	MinorPerVote	P1Incum	P2Incum	P3Incum	P4Incum	P5Incum	P6Incum	P7Incum	P8Incum	P9Incum	P10Incum	P1Govt	P2Govt	P3Govt	P4Govt	P5Govt	P6Govt	P7Govt	P8Govt	P9Govt	P10Govt	P1Change	P2Change	P3Change	P4Change	P5Change	P6Change	P7Change	P8Change	P9Change	P10Change	LSQINDEX	ENEP	ENPP
"ARG_22112015_L1"	2015-11-22	2015.0	0.0	"Argentina"	160.0	"ARG"	7.0	21.0	45.0	0.46666667		2.0	2.0	2.0	9.0	9.0	20337.717	32.0	3.0	2.0	9.0	0.0		60.204082	57.552826	62.85534	63.00049	59.990555	66.01042	112.0	7.714286	7.301218	8.127354	4.0	65.970985	63.476856	68.46512	0.0		2.7	3.3	2.4761906	3.5238094	1.6666666	4.3333335	75.0375	67.916664		3.6190476	4.0	3.9	4.2380953	78.5	73.73512		2.2857144	3.7142856	2.4285715	3.5714285	3.1111112	67.6528570992606	62.559525		2.2941177	3.7058823	2.2222223	3.7777777	2.4705882	3.5294118	73.36999988555908	65.0		1.4210526	4.5789475	3.95	3.2941177	3.0555556	2.9444444	1.8095238	4.1904764	76.0	70.5		2.6666667	2.5238094	3.4761906	3.6666667	2.9047618	3.2222223	64.0	54.70238		3.1052632	2.8	1.5263158	2.631579	3.368421	4.6190476	1.3809524	48.0	35.083332		2.0	4.0	2.45	3.55	4.142857	4.3333335	2.6	2.8888888	4.0555553	1.6666666	64.64285714285714	60.79613		3.6842105	3.7142856	3.8421052	2.125	3.875	1.875	4.125	76.0	70.36905		1.9	4.1	2.2105262	3.7894738	1.4736842	4.5263157	3.5	75.625	75.74405		3.65	3.7	3.5	3.7	73.05555555555556	65.75893		9.095238	1.0		5.571429	5.714286	5.85	3.8095238	6.2380953		0.7619048	2.952381	0.0952381	0.95238096	0.14285715	0.04761905	0.0952381	5.666666666666667	2.9047619047619047	0.42857142857142855	5.0	0.9047619047619048	4.333333333333333	0.0	0.0	0.0	0.0952381	0.5714286	0.0	0.0	0.0	0.04761905	0.9047619047619048	4.571428571428571	4.2380953			4.5238094	8.047619	8.095238																																					2011-10-23	"32130853"	25297924		"78.7"	"Let���s Change"	"Front for Victory"										"FPV"									"Mauricio Macri"	"Daniel Scioli"																			1	1	0																			100.0	0.0									12988349	12309575									51.3	48.7																																														
"ARG_22102017_L1"	2017-10-22	2017.0	0.0	"Argentina"	160.0	"ARG"	7.0	18.0	49.0	0.36734694		2.0	2.0	2.0	9.0	9.0	18933.906	34.0	4.0	2.0	9.0	0.0		59.183674	55.813984	62.553364	65.10346	61.519836	68.68709	99.0	8.111111	7.650842	8.571379	4.0	63.00049	59.990555	66.01042	0.0		2.4705882	3.5294118	2.4117646	3.5882354	1.5882353	4.4117646	71.07843137254903	70.78703		4.0	4.111111	3.8823528	4.5	78.30882352941177	77.986115		2.3333333	3.6666667	2.1111112	3.8888888	3.0	62.96296296296295	63.657406		2.3846154	3.6153846	2.142857	3.857143	2.5	3.5	65.9090909090909	66.921295		1.7058823	4.2941175	3.5	3.5	3.3333333	2.6666667	2.0625	3.9375	66.78571428571429	63.875		2.6111112	3.6111112	2.3888888	3.3888888	2.8823528	2.4	37.5	45.47222		3.75	2.3333333	1.5	2.6666667	3.3333333	3.7692308	2.2307692	40.833333333333336	40.88889		1.7647059	4.2352943	2.6666667	3.3333333	4.0	4.4444447	2.0	3.6666667	4.4	1.3636364	55.208333333333336	62.899307		4.1666665	3.8333333	3.9444444	1.4666667	4.5333333	1.4666667	4.5333333	81.0	79.125		1.6111112	4.388889	1.7647059	4.2352943	1.2777778	4.7222223	4.0	80.68181818181819	83.78472		3.7777777	3.8333333	3.8888888	4.0555553	72.22222222222223	72.22222		9.055555	2.0625		4.4444447	5.888889	5.6666665	3.8823528	6.7058825		0.6111111	2.8888888	0.22222222	1.0	0.16666667	0.0	0.16666667	5.777777777777778	3.2777777777777777	0.3333333333333333	5.0	0.8333333333333334	4.055555555555555	0.0	0.0	0.055555556	0.055555556	0.5	0.3888889	0.0	0.0	0.0	0.8333333333333334	4.444444444444445	4.352941						9.0	6.611111	3.4444444		2.3333333	3.6666667				4.3333335						3.4166667	3.8	2.9444444	2.8888888	3.0555556	2.9444444																2015-10-25	"33454411"	24579800	1119620.0	"76.81999999999999"	"Cambiemos"	"Citizen's Unity"	"Justicialist Party"	"United for a New Alternative"	"Union for C��rdoba��"	"Civic Front for Santiago"	"Workers' Left Front"	"Front for the Renewal of Concord"	"Evoluci��n"	"Progressive, Civic and Social Front"	"PRO-UCR-CC"	"UC"	"PJ"	"1Pa��s"	"UpC"	"FCpS"	"FIT"	"FR"	"E"	"FPCyS"	"Mauricio Macri"	"Cristina Fern��ndez"	"Agust��n Rossi & Pablo Kosiner"	"Sergio Massa"	"Jos�� Manuel de la Sota"	"Gerardo Zamora"	"?"	"?"	"?"	"Antonio Bonfatti"	90	5	98	36	5	6	4	3		3	257	109	30	73	19	5	6	3	4	2	1	19	25	-25	-17	0	0	-1	1	2	-2	42.4	11.7	28.4	7.4	1.9	2.3	1.2	1.6	0.8	0.4	10261237	5533334	2679713	1441334	626887	384125	1051300.0	268646	237132	287613	41.7	22.5	10.9	5.9	2.6	1.6	4.3	1.1	1.0	1.2																																				14.78428219427646	4.114853799244512	3.559136838134016
"ARM_18022013_P1"	2013-02-18	2013.0	1.0	"Armenia"	371.0	"ARM"	8.0	11.0	34.0	0.32352942		5.0	4.0	1.0	5.0	5.0	7997.387	15.0	2.0	4.0	5.0	0.0		39.285713			43.67811	37.147137	50.20908	254.0	4.142857	2.9778485	5.3078656	2.0						2.6363637	3.3636363	3.1818182	2.8181818	2.7272727	3.2727273	63.06181786277077	53.78788		3.2727273	3.8181818	2.1818182	2.6363637	59.54545454545455	49.43182		2.6	3.4	3.6	2.4	2.4	54.69399795532227	50.378788		3.875	2.125	3.9	2.1	4.5555553	1.4444444	37.51874899864197	26.666666		2.8181818	3.1818182	2.4444444	2.8333333	2.7777777	3.2222223	2.6363637	3.3636363	59.2	50.227272		2.8181818	4.0	2.0	3.2727273	2.6363637	4.4	60.8	50.18182		2.8888888	2.7777777	2.2	3.8	2.2	4.6363635	1.3636364	45.142857142857146	31.022728		3.5454545	2.4545455	4.2727275	1.7272727	3.9	3.1818182	2.8	2.5714285	1.75	1.8571428	46.25	38.394886		3.2	3.909091	2.4545455	1.9090909	4.090909	2.8	3.2	64.88888888888889	59.863636		4.4545455	1.5454545	4.3636365	1.6363636	2.7272727	3.2727273	2.3636363	44.09090909090909	30.113636		2.090909	3.3636363	2.5454545	2.6363637	53.18181818181818	41.477272		8.090909	1.0		3.7272727	3.7272727	3.8181818	4.909091	3.3636363		0.45454547	2.8888888	0.0	0.8181818	0.45454547	0.09090909	0.18181819	5.818181818181818	3.272727272727273	0.2727272727272727	5.0	0.45454545454545453	2.6363636363636362	0.09090909	0.0	0.0	0.0	0.36363637	0.54545456	0.18181819	0.0	0.09090909	0.5454545454545454	6.818181818181818	4.6363635			4.142857	5.857143	6.857143																																					2008-02-19	"2509434"	1519651	1610.0	"60.6"	"Republican Party of Armenia"	"Heritage Party"	"Freedom Party"	"Independent"	"Independent"	"Independent"					"HHK"										"Serzh SARGSYAN"	"Raffi K. HOVHANNISYAN"	"Hrant BAGRATYAN"	"Paruyr HAYRIKYAN"	"Andreas GHUKASYAN"	"Vardan SEDRAKYAN"	"Arman MELIKYAN"																																													861155	539691	31643	18096	8329	6210	3516.0				56.7	35.5	2.1	1.2	0.5	0.4	0.2				0	0	9726.0		0.006400153719505334											1	0	0	0	0	0	0																
"ARM_02042017_L1"	2017-04-02	2017.0	0.0	"Armenia"	371.0	"ARM"	8.0	12.0	42.0	0.2857143		5.0	4.0	1.0	5.0	5.0	8787.58	19.0	3.0	4.0	5.0	0.0		51.530613			50.829082	44.292774	57.36539	208.0	5.3333335	4.4871683	6.1794987	3.0						3.0	3.0	3.75	2.25	2.0833333	3.9166667	51.388888888888886	51.38889		2.9166667	3.0	2.4166667	2.75	44.270833333333336	44.270832		2.125	3.875	2.4285715	3.5714285	3.5	65.47619047619048	63.229168		2.3333333	3.6666667	2.9	3.1	3.2222223	2.7777777	55.55555555555555	52.291668		2.3333333	3.6666667	3.25	3.5833333	3.4	2.6	2.4545455	3.5454545	62.22222222222222	57.520832		3.4545455	3.5	2.5	3.1666667	3.0833333	4.0833335	54.54545454545455	56.5		2.7777777	2.3	2.2727273	4.7	1.3	4.2727275	1.7272727	25.625	28.708334		3.4545455	2.5454545	3.5	2.5	2.8333333	3.6363637	3.0	3.0	2.4444444	2.4285715	43.75	43.4375		3.090909	3.5	2.9166667	2.1818182	3.8181818	2.5454545	3.4545455	58.0	58.979168		3.0833333	2.9166667	2.0833333	3.9166667	1.6666666	4.3333335	2.9	63.75	63.671875		2.75	3.3333333	3.3333333	2.6666667	50.520833333333336	50.520832		8.333333	1.6666666666666667		4.25	4.3333335	4.0	5.8333335	3.8333333		0.6666667	2.8333333	0.083333336	0.9166667	0.33333334	0.083333336	0.0	5.916666666666667	3.0	0.4166666666666667	5.0833335	0.75	3.9166666666666665	0.0	0.0	0.0	0.16666667	0.41666666	0.41666666	0.0	0.0	0.0	0.6666666666666666	3.75	5.25						9.0	5.4166665	3.1666667		4.7	1.3				3.0833333						3.125	3.142857	2.75	2.4545455	3.0	3.0																2012-05-06																																																																																																																																					
"ARM_02122018_L1"	2018-12-02	2018.0	0.0	"Armenia"	371.0	"ARM"	8.0	14.0	45.0	0.31111112		5.0	4.0	1.0	5.0	5.0	8787.58	19.0	3.0	4.0	5.0	0.0		64.54082	61.36473	67.7169	69.59001	66.45379	72.726234	71.0	8.571428	8.060474	9.082382	5.0	50.829082	44.292774	57.36539	1.0		2.9285715	3.0714285	2.7142856	3.2857144	2.0714285	3.9285715	60.71428516932896	60.714287		4.285714	4.142857	4.142857	4.571429	82.14285714285714	82.14286		2.1818182	3.8181818	2.7272727	3.2727273	3.2727273	61.363635843450375	60.089287		2.1818182	3.8181818	2.4285715	3.5714285	2.0	4.0	74.0740737915039	65.50595		1.5714285	4.428571	4.0	3.8461537	3.0	3.0	1.5	4.5	75.0	73.69643		3.857143	2.357143	3.642857	3.9230769	3.642857	3.909091	69.54545454545455	69.625		3.5	3.5555556	3.090909	2.5	3.5	2.6153846	3.3846154	56.42857142857143	60.875		1.8571428	4.142857	2.0769231	3.9230769	3.857143	4.142857	2.125	3.0	2.0	2.5	55.357142857142854	56.58482		4.357143	4.428571	4.285714	1.5714285	4.428571	1.7142857	4.285714	83.92857142857143	83.92857		1.7857143	4.214286	1.6153846	4.3846154	1.3846154	4.6153846	3.1818182	76.25	78.34821		4.0	4.285714	4.0	4.214286	77.40384615384616	78.92857		8.714286	3.5		3.857143	7.5	6.5	7.0	6.785714		0.78571427	2.857143	0.14285715	0.9285714	0.42857143	0.071428575	0.14285715	5.928571428571429	3.2142857142857144	0.35714285714285715	5.071429	0.7142857142857143	4.071428571428571	0.0	0.071428575	0.0	0.071428575	0.5714286	0.2857143	0.0	0.0	0.0	0.8571428571428571	3.9285714285714284	4.5						9.071428	6.357143	4.0		1.6428572	4.357143														2.357143	3.642857	3.357143	2.642857	3.6153846	2.2307692	3.7692308	3.3076923	1.6666666	4.3333335	3.3076923	3.0769231	2.8461537	3.1538463	3.0769231	2.9230769																																																																																																																																							
"AUS_07092013_L1"	2013-09-07	2013.0	0.0	"Australia"	900.0	"AUS"	9.0	16.0	42.0	0.3809524		1.0	1.0	2.0	10.0	10.0	45668.688	112.0	4.0	5.0	3.0	1.0					69.99043	66.07278	73.90809	70.0	8.8125	8.436622	9.188378	5.0						2.25	3.75	3.0	3.0	1.9375	4.0625	72.1162497997284	65.104164		4.4375	4.375	4.6666665	4.75	91.0	88.94531		2.3	3.7	2.5	3.5	4.2	77.52624988555908	67.96875		3.6666667	2.3333333	2.4545455	3.5454545	2.0	4.0	70.03499984741211	57.994793		1.3846154	4.6153846	3.5625	3.5	2.375	3.625	2.2	3.8	77.33333333333333	69.484375		1.9375	2.0	4.0	3.1875	2.4	2.8888888	56.44444444444444	46.765625		3.6875	3.0	3.1	2.75	3.25	2.6923077	3.3076923	61.714285714285715	56.65625		1.3333334	4.6666665	2.1666667	3.8333333	3.75	3.8125	4.6	4.6	4.3333335	1.6666666	78.125	71.63086		4.3333335	3.9375	4.4375	1.5	4.5	1.7	4.3	89.0	82.359375		2.8666666	3.1333334	2.0833333	3.9166667	1.25	4.75	4.142857	78.0	74.51172		4.5	4.5625	4.5625	4.5	90.625	88.28125		8.642858	1.875		8.4375	7.1875	7.375	6.9333334	8.9375		0.625	3.0	0.1875	1.0	0.0	0.0	0.0	5.933333333333334	3.8125	0.4375	5.0	0.3333333333333333	3.466666666666667	0.0	0.0	0.0	0.0	0.5625	0.4375	0.0	0.0	0.0	0.6875	5.375	3.625			4.8125	7.5625	8.266666																																					2010-08-21	"14704070"	13726118		"93.3"	"Australian Labor Party"	"Liberal Party of Australia"	"Liberal National Party"	"The Greens"	"National Party of Australia"	"Independents"	"Katter's Australian Party"				"ALP"		"LNP"								"Kevin RUDD"	"Tony ABBOTT"	"Campbell NEWMAN"	"Christine MILNE"	"Warren TRUSS"		"Bob KATTER"				72	44	21	1	6	4	0				150	55	58	22	1	9	2	1				-17	14	1	0	3	-2	1				36.7	38.7	14.7	0.7	6.0	1.3	0.7				4311365	4134865	1152232	1116917	554268	177214	134226.0				31.4	30.1	8.4	8.1	4.0	1.3	1.0				2	3	311440.0	0.02	0.022689590749547687	1	0	0	0	0	0	0				0	1	1	0	0	0	0				-1	1	1	0	0	0	0				10.01473913789071	4.885603591895761	3.226493382462072
"AUS_02072016_L1"	2016-07-02	2016.0	0.0	"Australia"	900.0	"AUS"	9.0	17.0	40.0	0.425		1.0	1.0	2.0	10.0	10.0	46789.926	115.0	4.0	5.0	3.0	1.0		71.301025	68.06457	74.53748	70.43067	67.43541	73.425934	68.0	8.705882	8.431168	8.980597	5.0	69.99043	66.07278	73.90809	0.0		2.5882354	3.4117646	2.8823528	3.1176472	1.6470588	4.352941	65.68627413581399	65.68627		4.2352943	4.352941	4.75	4.75	87.5	88.21691		2.1333334	3.8666666	2.1333334	3.8666666	4.1875	74.44444427490234	74.166664		3.5	2.5	2.1538463	3.8461537	2.0	4.0	61.66666679382324	59.558823		1.25	4.75	4.0	3.5714285	2.25	3.75	1.4666667	4.5333333	77.5	78.30882		2.2941177	3.0	3.0	3.0	2.7058823	2.6	38.0	44.617645		3.4117646	2.4375	2.8125	2.5882354	3.4117646	3.2	2.8	48.07692307692308	49.808823		1.4117647	4.5882354	1.8461539	4.1538463	3.8235295	4.0	4.4117646	4.125	4.3333335	1.9230769	72.91666666666667	72.31618		4.5	3.3529413	4.529412	1.8571428	4.142857	1.3333334	4.6666665	85.0	82.35294		2.9411764	3.0588236	2.0769231	3.9230769	1.2142857	4.785714	4.375	78.64583333333333	74.24632		4.8235292	4.529412	4.25	4.352941	87.109375	87.26103		9.294118	2.0		8.411765	6.529412	7.0588236	7.470588	8.6470585		0.9411765	2.625	0.1764706	1.0	0.0	0.0	0.11764706	6.0	3.7058823529411766	0.35294117647058826	5.0	0.6470588235294118	4.294117647058823	0.0	0.0	0.0	0.0	0.7647059	0.0	0.0	0.0	0.0	0.8823529411764706	3.411764705882353	3.7058823			5.2941175	7.647059	8.3529415					1.5882353	4.4117646	4.2941175	1.4117647	4.5882354	4.529412	4.5882354	1.25	4.75	2.3333333	3.6666667																						2016-07-02	"15676659"	13410034	710484.0	"85.5"	"Liberal Party of Australia"	"Australian Labor Party "	"Australia Greens "	"Liberal National Party"	"National Party of Australia"	"Independent"	"Nick Xenophon"	"Katters Australia Party"													"Malcolm TURNBULL"	"Bill SHORTEN"	"Richard DI NATALE"	" Malcolm TURNBULL"	"Barnaby Joyce"		"Nick Xenophon"	"Bob Katter"			58	55	1	22	9	2	0	1			150	45	69	1	21	10	2	1	1			-13	14	0	-1	1	0	1	0			30.0	46.0	0.7	14.0	6.7	1.3	0.7	0.7			3882905	4702296	1385650	1153736	624555	380712	250333.0	72879			29.0	35.1	10.3	8.6	4.7	2.8	1.9	0.5																																						11.15481958616992	4.372827251459431	3.067437615987485
"AUT_29092013_L1"	2013-09-29	2013.0	0.0	"Austria"	305.0	"AUT"	10.0	16.0	35.0	0.45714286		1.0	1.0	2.0	10.0	10.0	47721.74	67.0	4.0	4.0	6.0	1.0		68.19728	64.8651	71.529465	77.0456	73.48561	80.60559	26.0	8.933333	8.100908	9.7657585	5.0						2.0625	3.9375	1.9375	4.0625	1.6875	4.3125	82.11187481880188	77.604164		4.3333335	4.5	4.785714	4.866667	92.14285714285714	89.98047		1.7272727	4.2727275	1.9090909	4.090909	4.181818	83.65999984741211	76.927086		1.8181819	4.181818	1.3846154	4.6153846	1.3846154	4.6153846	89.70999977805398	84.010414		1.625	4.375	3.75	3.1875	2.9285715	3.0714285	1.5	4.5	75.14285714285714	69.671875		3.2	2.5333333	3.4666667	3.6	3.7857144	2.75	63.0	59.203125		3.8	3.2727273	2.8	2.5625	3.4375	3.2	2.8	63.27272727272727	55.109375		1.1875	4.8125	1.1428572	4.857143	4.4375	4.4375	4.6666665	4.2727275	4.642857	1.7272727	85.0	79.56055		4.714286	4.8125	4.6875	1.3571428	4.642857	1.5333333	4.4666667	94.15384615384616	91.34375		1.5714285	4.428571	1.6363636	4.3636365	1.1538461	4.8461537	3.7142856	85.0	83.61328		4.5333333	4.6	4.4615383	4.6	90.38461538461539	88.02734		9.0625	2.090909090909091		8.133333	6.266667	6.6666665	5.866667	8.133333		0.6875	2.8	0.0625	1.0	0.0	0.0625	0.0625	5.733333333333333	3.5625	0.4375	4.9375	0.5	3.6875	0.0	0.0	0.0	0.0	0.4375	0.5	0.0625	0.0625	0.0625	0.5	5.8125	3.6923077			5.1875	7.5625	7.4375																																					2008-09-28	"6384331"	4662300	89021.0	"74.4"	"Social Democratic Party of Austria"	"Austrian People's Party"	"Freedom Party of Austria"	"The Greens - The Green Alternative"	"Team Stronach for Austria"	"NEOS - The New Austria"					"SPO"	"OVP"	"FPO"			"NEOS"					"Werner FAYMANN"	"Michael SPINDELEGGER"	"Heinz Christian STRACHE"	"Eva GLAWISCHNIG"	"Frank STRONACH"	"Matthias STROLZ"					57	51	34	20	0	0					183	52	47	40	24	11	9					-5	-4	6	4	11	9					28.4	25.7	21.9	13.1	6.0	4.9					1252430	1119499	958295	575195	267444	229692					26.9	24.0	20.6	12.3	5.7	4.9					1	9	229692.0	0.04918032786885246	0.04926581301074577	1	1	0	0	0	0					1	1	0	0	0	0					0	0	0	0	0	0					1.944222209522357	5.176626496045057	4.590778045063078
"AUT_22052016_P2"	2016-05-22	2016.0	1.0	"Austria"	305.0	"AUT"	10.0	16.0	41.0	0.3902439		1.0	1.0	2.0	10.0	10.0	50077.832	70.0	4.0	4.0	6.0	1.0		75.63776	72.72776	78.54775	75.74777	73.65811	77.83743	32.0	7.5625	6.8093286	8.315672	5.0						1.3571428	4.642857	1.2857143	4.714286	1.3125	4.6875	91.66666575840541	91.11979		3.0	4.3125	4.4375	3.0	67.1875	67.1875		1.4444444	4.5555553	1.375	4.625	3.1818182	80.20833253860474	70.91146		1.4285715	4.571429	1.8125	4.1875	2.5625	3.4375	76.19047600882394	76.822914		1.1538461	4.8461537	4.285714	3.8461537	2.7692308	3.2307692	1.2857143	4.714286	78.63636363636364	78.796875		3.3125	1.75	4.25	3.8125	3.3125	3.0	65.55555555555556	62.875		4.125	4.0	3.3333333	1.5625	4.4375	1.625	4.375	75.38461538461539	75.984375		1.125	4.875	1.7333333	4.266667	4.4375	4.733333	4.9375	4.642857	4.8125	1.2307693	80.0	81.083984		4.5625	4.3125	4.2	1.3846154	4.6153846	1.4	4.6	84.58333333333333	86.484375		4.625	1.375	2.3333333	3.6666667	1.1875	4.8125	4.866667	66.51785714285714	66.19141		3.875	4.375	4.5	2.9375	73.046875	73.046875		9.375	2.0		9.0	7.875	8.0	7.375	7.5625		0.6875	2.6875	0.125	0.875	0.125	0.0	0.125	5.625	4.0	0.375	5.0	0.6875	3.9375	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.6875	3.875	3.9285715			5.5625	7.3125	9.0					1.0	5.0	4.3125	1.3125	4.6875	4.6	4.75	1.2142857	4.785714	1.875	4.125																						2010-04-25	"4643154"	4477942	165212.0	"70"	"The Greens ��� The Green Alternative"	"Freedom Party of Austria"									"GRUNE"	"FPO"									"Alexander VAN DER BELLEN"	"Norbert HOFER"																																																		2254484	2223458									50.3	49.7																																														
"AUT_04122016_P2"	2016-12-04	2016.0	1.0	"Austria"	305.0	"AUT"	10.0	17.0	39.0	0.43589744		1.0	1.0	2.0	10.0	10.0	50077.832	70.0	4.0	4.0	6.0	1.0		75.0			79.71188	76.30368	83.12009	16.0	9.294118	8.954176	9.63406	5.0	75.74777	73.65811	77.83743	0.0		1.7142857	4.285714	1.6153846	4.3846154	1.7647059	4.2352943	82.69230798574594	79.5098		4.0625	4.352941	4.75	4.7058825	85.83333333333333	86.930145		1.1666666	4.8333335	1.1666666	4.8333335	3.75	84.72222137451172	75.12255		1.7857143	4.214286	1.625	4.375	2.0	4.0	81.94444402058919	78.87255		1.3333334	4.6666665	3.9411764	3.625	2.1333334	3.8666666	1.7058823	4.2941175	76.66666666666667	76.5		3.4705882	1.7777778	4.2222223	4.470588	3.9411764	2.875	73.0	69.117645		4.0	3.625	3.2666667	1.3529412	4.647059	2.125	3.875	68.63636363636364	72.588234		1.4117647	4.5882354	1.2941177	4.7058825	4.5882354	4.7058825	4.8235292	4.3846154	4.7058825	1.0833334	77.43055555555556	80.367645		4.7058825	4.9411764	4.882353	1.5625	4.4375	1.6875	4.3125	90.66666666666667	91.75		1.6470588	4.352941	1.5882353	4.4117646	1.2352941	4.7647057	2.9	76.875	80.95588		4.529412	4.470588	4.2	4.470588	85.83333333333333	85.275734		9.6470585	2.0714285714285716		8.941176	7.7058825	8.117647	7.8235292	8.470589		0.8235294	2.375	0.11764706	0.88235295	0.1764706	0.11764706	0.05882353	5.823529411764706	3.5294117647058822	0.35294117647058826	5.0	0.7647058823529411	4.176470588235294	0.0	0.0	0.0	0.11764706	0.7058824	0.0	0.0	0.05882353	0.05882353	0.8235294117647058	4.823529411764706	3.7142856			5.117647	7.2941175	7.9411764					1.4705882	4.529412	4.470588	2.0588236	3.9411764	4.470588	4.5882354	1.5625	4.4375	1.8235294	4.1764708																						2016-05-22	"6399607"	4597553	151786.0	"71.8"	"Independent"	"Freedom Party of Austria"										"FPO"									"Alexander Van Der Bellen "	"Norbert Hofer"																																																		2472892	2124661									53.8	46.2																																														
